Transaction ID,Account Number,Customer ID,Transaction Type,Transaction Date and Time,Transaction Amount,Closing Balance,Transaction Mode,Transaction Status,Merchant Category Code,Merchant ID,Merchant Name,Transaction Location,Transaction Type,Payment Mode
TX50683,ACC3,CUSTOMER3,Purchase,10/20/2024 23:02,190.78,7794.57,Offline,Failed,Clothing,MER372,Merchant 54,Location 25,Debit,Debit Card
TX17815,ACC3,CUSTOMER3,Transfer,9/29/2024 18:34,353.91,7435.24,Online,Completed,Entertainment,MER959,Merchant 94,Location 39,Credit,Wallet
TX94360,ACC3,CUSTOMER3,Transfer,12/15/2024 0:17,420.84,4536.9,Mobile,Completed,Groceries,MER642,Merchant 51,Location 9,Debit,Credit Card
TX59917,ACC3,CUSTOMER3,Purchase,2/17/2025 12:34,42.62,2860.55,Mobile,Pending,Entertainment,MER127,Merchant 78,Location 46,Credit,Credit Card
TX62650,ACC3,CUSTOMER3,Transfer,9/25/2024 1:34,304.62,7998.55,Online,Completed,Clothing,MER842,Merchant 9,Location 22,Credit,Credit Card
TX84299,ACC3,CUSTOMER3,Transfer,2/18/2025 13:47,290.79,5075.03,Offline,Completed,Entertainment,MER634,Merchant 51,Location 6,Credit,Net Banking
TX90606,ACC3,CUSTOMER3,Purchase,10/17/2024 13:41,297.59,729.93,Online,Completed,Clothing,MER782,Merchant 58,Location 49,Debit,Net Banking
TX53224,ACC3,CUSTOMER3,Refund,9/21/2024 17:43,86.31,3329.55,Offline,Pending,Clothing,MER781,Merchant 63,Location 29,Debit,Wallet
TX15193,ACC3,CUSTOMER3,Refund,11/22/2024 7:46,325.56,376.83,Mobile,Pending,Groceries,MER244,Merchant 57,Location 38,Credit,Net Banking
TX65127,ACC3,CUSTOMER3,Transfer,11/28/2024 23:04,92.94,2866.79,Online,Failed,Entertainment,MER792,Merchant 40,Location 27,Debit,Credit Card
TX76249,ACC3,CUSTOMER3,Transfer,3/11/2025 6:10,346.66,4040.77,Offline,Failed,Clothing,MER486,Merchant 69,Location 38,Credit,Wallet
TX71488,ACC3,CUSTOMER3,Purchase,3/5/2025 5:17,293.83,278.35,Mobile,Pending,Entertainment,MER376,Merchant 64,Location 6,Debit,Wallet
TX39752,ACC3,CUSTOMER3,Purchase,12/8/2024 9:26,479.17,3050.1,Offline,Failed,Clothing,MER252,Merchant 100,Location 2,Credit,Net Banking
TX93912,ACC3,CUSTOMER3,Purchase,3/4/2025 22:42,228.89,7857.04,Mobile,Completed,Entertainment,MER354,Merchant 62,Location 23,Debit,Debit Card
TX19088,ACC3,CUSTOMER3,Transfer,2/16/2025 12:33,430.12,8353.12,Online,Completed,Groceries,MER936,Merchant 38,Location 17,Debit,Net Banking
TX82759,ACC3,CUSTOMER3,Transfer,2/22/2025 8:17,134.19,9492.43,Online,Failed,Electronics,MER329,Merchant 34,Location 37,Credit,Wallet
TX76412,ACC3,CUSTOMER3,Purchase,1/12/2025 3:35,15.8,6434.7,Online,Pending,Groceries,MER256,Merchant 21,Location 32,Debit,Credit Card
TX65874,ACC3,CUSTOMER3,Purchase,10/3/2024 5:05,13.48,8159.26,Online,Completed,Electronics,MER753,Merchant 52,Location 7,Credit,Credit Card
TX91448,ACC3,CUSTOMER3,Transfer,2/3/2025 22:49,25.33,2853.65,Mobile,Failed,Clothing,MER554,Merchant 73,Location 24,Debit,Net Banking
TX70353,ACC3,CUSTOMER3,Refund,2/20/2025 0:14,320.75,9974.65,Mobile,Failed,Clothing,MER345,Merchant 65,Location 38,Debit,Debit Card
TX47784,ACC3,CUSTOMER3,Purchase,11/18/2024 23:37,421.18,9224.93,Offline,Completed,Groceries,MER969,Merchant 75,Location 37,Credit,Wallet
TX72347,ACC3,CUSTOMER3,Transfer,1/11/2025 16:21,84.26,6477.47,Offline,Completed,Electronics,MER588,Merchant 89,Location 14,Credit,Credit Card
TX96272,ACC3,CUSTOMER3,Purchase,11/8/2024 0:14,47.93,668.92,Online,Pending,Clothing,MER321,Merchant 31,Location 31,Credit,Net Banking
TX51842,ACC3,CUSTOMER3,Purchase,10/14/2024 2:57,218.99,1671.29,Mobile,Pending,Electronics,MER366,Merchant 11,Location 6,Debit,Net Banking
TX59470,ACC3,CUSTOMER3,Purchase,9/20/2024 3:18,275.95,1373.31,Online,Failed,Clothing,MER651,Merchant 49,Location 20,Credit,Credit Card
TX89216,ACC3,CUSTOMER3,Transfer,10/17/2024 18:11,237.64,7314.36,Offline,Pending,Groceries,MER823,Merchant 76,Location 34,Credit,Debit Card
TX27213,ACC3,CUSTOMER3,Transfer,11/30/2024 1:38,268,874.99,Online,Failed,Entertainment,MER608,Merchant 97,Location 25,Debit,Wallet
TX50007,ACC3,CUSTOMER3,Refund,9/21/2024 11:21,288.08,5458.16,Offline,Completed,Clothing,MER572,Merchant 45,Location 12,Credit,Debit Card
TX90001,ACC3,CUSTOMER3,Refund,10/3/2024 1:35,427.72,8185.99,Online,Failed,Clothing,MER574,Merchant 32,Location 47,Credit,Wallet
TX33654,ACC3,CUSTOMER3,Refund,3/11/2025 2:29,21.37,5165.58,Offline,Pending,Electronics,MER373,Merchant 43,Location 23,Debit,Debit Card
TX24906,ACC3,CUSTOMER3,Purchase,1/2/2025 15:37,178.62,3622.67,Online,Completed,Entertainment,MER128,Merchant 98,Location 23,Credit,Wallet
TX97183,ACC3,CUSTOMER3,Transfer,9/23/2024 14:06,79.56,1803.64,Online,Pending,Electronics,MER502,Merchant 34,Location 39,Credit,Wallet
TX20900,ACC3,CUSTOMER3,Purchase,11/21/2024 14:15,428.4,1411.87,Offline,Failed,Clothing,MER104,Merchant 88,Location 34,Debit,Debit Card
TX25636,ACC3,CUSTOMER3,Purchase,2/6/2025 12:22,256.04,3066.33,Online,Completed,Clothing,MER903,Merchant 26,Location 42,Credit,Credit Card
TX24876,ACC3,CUSTOMER3,Refund,10/21/2024 13:07,109.42,979.65,Online,Failed,Electronics,MER543,Merchant 7,Location 24,Credit,Debit Card
TX97396,ACC3,CUSTOMER3,Transfer,1/28/2025 6:56,13.13,2396.17,Offline,Failed,Groceries,MER718,Merchant 54,Location 5,Debit,Net Banking
TX20274,ACC3,CUSTOMER3,Refund,11/27/2024 13:18,170.41,9320.05,Mobile,Failed,Groceries,MER706,Merchant 77,Location 6,Debit,Net Banking
TX48118,ACC3,CUSTOMER3,Refund,12/28/2024 18:33,297.78,9218.53,Offline,Completed,Entertainment,MER750,Merchant 81,Location 29,Credit,Wallet
TX48523,ACC3,CUSTOMER3,Purchase,1/1/2025 4:24,416.64,8241.39,Mobile,Failed,Clothing,MER679,Merchant 12,Location 36,Debit,Net Banking
TX11137,ACC3,CUSTOMER3,Transfer,9/14/2024 9:11,277.45,9880.63,Online,Failed,Electronics,MER423,Merchant 64,Location 47,Debit,Debit Card
TX96614,ACC3,CUSTOMER3,Purchase,11/13/2024 23:49,433.58,2114.24,Offline,Failed,Groceries,MER617,Merchant 52,Location 19,Credit,Wallet
TX71079,ACC3,CUSTOMER3,Refund,2/21/2025 4:05,348.24,5778.29,Mobile,Failed,Groceries,MER209,Merchant 64,Location 23,Credit,Credit Card
TX24524,ACC3,CUSTOMER3,Purchase,10/18/2024 20:02,130.49,5803.67,Offline,Failed,Clothing,MER238,Merchant 7,Location 19,Debit,Credit Card
TX16773,ACC3,CUSTOMER3,Transfer,10/19/2024 11:08,237.78,3936.61,Online,Failed,Clothing,MER733,Merchant 13,Location 15,Debit,Credit Card
TX76214,ACC3,CUSTOMER3,Transfer,10/29/2024 3:39,344.15,961.88,Mobile,Failed,Clothing,MER238,Merchant 68,Location 18,Debit,Debit Card
TX23297,ACC3,CUSTOMER3,Transfer,10/31/2024 10:56,474.01,3202.81,Online,Pending,Clothing,MER164,Merchant 13,Location 28,Credit,Net Banking
TX33407,ACC3,CUSTOMER3,Refund,9/19/2024 4:17,188.96,8495.91,Mobile,Failed,Clothing,MER994,Merchant 3,Location 21,Credit,Debit Card
TX67023,ACC3,CUSTOMER3,Refund,11/19/2024 20:36,194.01,7867.85,Offline,Completed,Groceries,MER739,Merchant 31,Location 6,Debit,Net Banking
TX67914,ACC3,CUSTOMER3,Purchase,9/23/2024 21:50,153.45,4785.12,Mobile,Failed,Entertainment,MER725,Merchant 12,Location 24,Credit,Wallet
TX26847,ACC3,CUSTOMER3,Transfer,1/8/2025 20:14,195.65,2049.76,Online,Completed,Clothing,MER343,Merchant 26,Location 47,Debit,Net Banking
TX47079,ACC3,CUSTOMER3,Transfer,3/8/2025 15:14,349.35,6277.87,Mobile,Pending,Electronics,MER813,Merchant 95,Location 17,Credit,Debit Card
TX14022,ACC3,CUSTOMER3,Refund,10/13/2024 14:24,331.12,4902.34,Online,Failed,Clothing,MER838,Merchant 21,Location 3,Credit,Net Banking
TX64408,ACC3,CUSTOMER3,Transfer,2/9/2025 21:13,236.49,8457.17,Mobile,Pending,Groceries,MER722,Merchant 13,Location 31,Credit,Net Banking
TX91155,ACC3,CUSTOMER3,Purchase,2/22/2025 18:55,400.55,2141.65,Online,Completed,Electronics,MER508,Merchant 35,Location 14,Credit,Wallet
TX24272,ACC3,CUSTOMER3,Purchase,3/4/2025 15:27,270.08,261.45,Online,Completed,Electronics,MER471,Merchant 1,Location 11,Debit,Net Banking
TX74556,ACC3,CUSTOMER3,Refund,9/15/2024 2:18,456.64,553.29,Mobile,Failed,Entertainment,MER102,Merchant 23,Location 32,Debit,Net Banking
TX20482,ACC3,CUSTOMER3,Refund,1/3/2025 20:38,132.35,6386.12,Offline,Pending,Clothing,MER939,Merchant 59,Location 14,Credit,Wallet
TX67175,ACC3,CUSTOMER3,Transfer,10/11/2024 7:17,171.08,4136.42,Online,Failed,Electronics,MER959,Merchant 63,Location 8,Debit,Debit Card
TX68207,ACC3,CUSTOMER3,Transfer,1/17/2025 7:23,116.42,2381.24,Online,Pending,Clothing,MER400,Merchant 25,Location 19,Credit,Wallet
TX69831,ACC3,CUSTOMER3,Transfer,12/19/2024 2:09,388.55,1771.35,Offline,Completed,Electronics,MER538,Merchant 100,Location 33,Credit,Credit Card
TX70034,ACC3,CUSTOMER3,Purchase,11/2/2024 1:27,362.84,5976.64,Mobile,Pending,Clothing,MER811,Merchant 91,Location 37,Credit,Debit Card
TX46323,ACC3,CUSTOMER3,Refund,9/24/2024 16:03,120.18,4475.86,Offline,Completed,Groceries,MER532,Merchant 35,Location 48,Credit,Debit Card
TX25422,ACC3,CUSTOMER3,Refund,11/3/2024 13:49,72.24,9208.78,Offline,Completed,Entertainment,MER995,Merchant 40,Location 29,Credit,Wallet
TX99831,ACC3,CUSTOMER3,Refund,12/1/2024 22:40,406.42,7213.09,Online,Pending,Groceries,MER576,Merchant 77,Location 3,Credit,Debit Card
TX54239,ACC3,CUSTOMER3,Transfer,2/4/2025 19:11,263.59,4947.68,Offline,Pending,Clothing,MER668,Merchant 7,Location 24,Debit,Debit Card
TX78045,ACC3,CUSTOMER3,Purchase,12/11/2024 10:15,43.21,445.43,Mobile,Failed,Clothing,MER354,Merchant 12,Location 25,Debit,Debit Card
TX22161,ACC3,CUSTOMER3,Purchase,11/11/2024 8:57,241.59,6627.9,Mobile,Completed,Electronics,MER818,Merchant 12,Location 11,Debit,Net Banking
TX77571,ACC3,CUSTOMER3,Transfer,11/26/2024 6:15,304.68,8770.39,Online,Pending,Clothing,MER957,Merchant 68,Location 17,Debit,Net Banking
TX28008,ACC3,CUSTOMER3,Refund,12/10/2024 19:52,332.28,7350.58,Mobile,Failed,Electronics,MER325,Merchant 36,Location 25,Credit,Debit Card
TX51466,ACC3,CUSTOMER3,Transfer,9/28/2024 11:12,421.94,9165.34,Offline,Pending,Clothing,MER694,Merchant 82,Location 36,Debit,Credit Card
TX77354,ACC3,CUSTOMER3,Transfer,1/2/2025 23:40,385.16,7132.01,Online,Completed,Electronics,MER119,Merchant 47,Location 48,Debit,Net Banking
TX34980,ACC3,CUSTOMER3,Refund,10/31/2024 19:00,91.49,8886.67,Online,Pending,Clothing,MER534,Merchant 85,Location 21,Debit,Credit Card
TX24121,ACC3,CUSTOMER3,Refund,10/14/2024 9:26,207.19,8710.4,Online,Failed,Entertainment,MER572,Merchant 9,Location 23,Credit,Wallet
TX44982,ACC3,CUSTOMER3,Transfer,10/30/2024 23:17,468.03,6853.79,Online,Completed,Electronics,MER391,Merchant 1,Location 48,Credit,Wallet
TX55537,ACC3,CUSTOMER3,Transfer,12/1/2024 13:00,210.21,2381.65,Online,Pending,Electronics,MER270,Merchant 42,Location 3,Credit,Net Banking
TX75333,ACC3,CUSTOMER3,Transfer,10/11/2024 4:45,352.23,239.73,Online,Pending,Electronics,MER527,Merchant 31,Location 33,Debit,Credit Card
TX61273,ACC3,CUSTOMER3,Refund,11/23/2024 9:20,19.49,8792.83,Online,Failed,Entertainment,MER218,Merchant 95,Location 26,Debit,Wallet
TX35537,ACC3,CUSTOMER3,Transfer,12/4/2024 18:33,105.67,7301.27,Offline,Pending,Groceries,MER114,Merchant 92,Location 25,Credit,Net Banking
TX14832,ACC3,CUSTOMER3,Purchase,3/11/2025 8:33,101.34,4112.87,Mobile,Failed,Clothing,MER715,Merchant 80,Location 18,Credit,Debit Card
TX20982,ACC3,CUSTOMER3,Purchase,11/19/2024 16:16,187.23,431.26,Offline,Failed,Entertainment,MER430,Merchant 73,Location 2,Debit,Wallet
TX22384,ACC3,CUSTOMER3,Refund,12/4/2024 7:57,61.83,132.39,Mobile,Completed,Groceries,MER371,Merchant 67,Location 23,Debit,Credit Card
TX99426,ACC3,CUSTOMER3,Refund,12/17/2024 20:16,311.19,2018.58,Offline,Pending,Clothing,MER618,Merchant 66,Location 40,Credit,Net Banking
TX63804,ACC3,CUSTOMER3,Refund,1/9/2025 17:12,489.53,6983.33,Online,Completed,Electronics,MER169,Merchant 42,Location 21,Credit,Wallet
TX73356,ACC3,CUSTOMER3,Refund,2/25/2025 10:17,419.08,7679.07,Mobile,Completed,Clothing,MER197,Merchant 76,Location 50,Credit,Credit Card
TX17437,ACC3,CUSTOMER3,Refund,11/1/2024 17:17,30.38,6505.57,Mobile,Pending,Clothing,MER396,Merchant 43,Location 12,Credit,Debit Card
TX53858,ACC3,CUSTOMER3,Transfer,1/6/2025 12:54,396.92,7462.72,Offline,Completed,Clothing,MER906,Merchant 30,Location 17,Credit,Credit Card
TX44894,ACC3,CUSTOMER3,Transfer,9/19/2024 2:05,182.85,4925.66,Mobile,Failed,Electronics,MER140,Merchant 54,Location 34,Debit,Debit Card
TX65751,ACC3,CUSTOMER3,Refund,1/7/2025 8:01,216.64,3899.96,Online,Failed,Clothing,MER713,Merchant 89,Location 41,Credit,Credit Card
TX21112,ACC3,CUSTOMER3,Transfer,10/1/2024 6:49,103.9,4381.48,Offline,Failed,Clothing,MER270,Merchant 8,Location 10,Credit,Credit Card
TX17558,ACC3,CUSTOMER3,Refund,1/27/2025 7:55,380.2,2379.41,Mobile,Completed,Entertainment,MER908,Merchant 38,Location 4,Credit,Net Banking
TX27851,ACC3,CUSTOMER3,Purchase,2/3/2025 11:06,378.55,6458.53,Offline,Completed,Groceries,MER387,Merchant 62,Location 45,Credit,Credit Card
TX97417,ACC3,CUSTOMER3,Transfer,2/5/2025 20:54,214.59,6380.75,Mobile,Pending,Entertainment,MER278,Merchant 64,Location 16,Credit,Debit Card
TX68782,ACC3,CUSTOMER3,Transfer,10/6/2024 0:34,407.57,4287,Mobile,Completed,Electronics,MER913,Merchant 47,Location 46,Debit,Credit Card
TX21922,ACC3,CUSTOMER3,Purchase,10/1/2024 4:14,214.57,2288.39,Online,Pending,Groceries,MER108,Merchant 40,Location 16,Debit,Debit Card
TX76982,ACC3,CUSTOMER3,Purchase,10/5/2024 9:35,199.02,471.23,Online,Completed,Electronics,MER528,Merchant 98,Location 49,Credit,Wallet
TX92220,ACC3,CUSTOMER3,Refund,10/11/2024 15:14,197.23,5952.71,Online,Pending,Groceries,MER940,Merchant 4,Location 20,Debit,Credit Card
TX98122,ACC3,CUSTOMER3,Purchase,10/7/2024 3:11,103.42,3855.79,Offline,Pending,Clothing,MER766,Merchant 59,Location 43,Credit,Credit Card
TX26399,ACC3,CUSTOMER3,Transfer,12/15/2024 17:08,52.2,1615.73,Online,Pending,Clothing,MER225,Merchant 91,Location 27,Debit,Wallet
TX33520,ACC3,CUSTOMER3,Refund,2/8/2025 9:07,51.61,6430.57,Offline,Failed,Electronics,MER116,Merchant 65,Location 28,Debit,Net Banking
TX94018,ACC3,CUSTOMER3,Purchase,1/4/2025 3:30,236.75,2823.79,Mobile,Failed,Electronics,MER906,Merchant 31,Location 24,Credit,Credit Card
TX85715,ACC3,CUSTOMER3,Refund,10/18/2024 9:10,221.19,1956.45,Mobile,Failed,Entertainment,MER239,Merchant 88,Location 1,Credit,Net Banking
TX10812,ACC3,CUSTOMER3,Purchase,9/21/2024 7:00,394.22,4940.95,Mobile,Completed,Entertainment,MER837,Merchant 8,Location 10,Credit,Credit Card
TX14832,ACC3,CUSTOMER3,Purchase,10/25/2024 0:37,470.28,1887.29,Mobile,Failed,Entertainment,MER522,Merchant 7,Location 23,Credit,Credit Card
TX45401,ACC3,CUSTOMER3,Refund,9/22/2024 0:38,472.08,9705.18,Online,Pending,Entertainment,MER599,Merchant 9,Location 18,Debit,Debit Card
TX40524,ACC3,CUSTOMER3,Refund,1/12/2025 3:32,297.58,879.49,Mobile,Completed,Clothing,MER685,Merchant 77,Location 32,Debit,Wallet
TX29175,ACC3,CUSTOMER3,Transfer,2/1/2025 22:37,405.91,3820.52,Online,Pending,Entertainment,MER800,Merchant 89,Location 12,Debit,Net Banking
TX81349,ACC3,CUSTOMER3,Refund,2/27/2025 23:35,434.53,1163.02,Online,Failed,Groceries,MER695,Merchant 41,Location 43,Debit,Net Banking
TX52663,ACC3,CUSTOMER3,Refund,11/23/2024 1:57,225.93,4676.46,Offline,Pending,Groceries,MER284,Merchant 86,Location 19,Credit,Wallet
TX79333,ACC3,CUSTOMER3,Refund,11/16/2024 15:40,471.12,2167.63,Offline,Pending,Groceries,MER923,Merchant 77,Location 49,Credit,Net Banking
TX71727,ACC3,CUSTOMER3,Transfer,10/9/2024 21:11,144.22,9460.05,Online,Completed,Groceries,MER419,Merchant 99,Location 47,Credit,Wallet
TX40865,ACC3,CUSTOMER3,Refund,2/18/2025 20:54,306.76,7015.94,Offline,Completed,Groceries,MER980,Merchant 75,Location 1,Debit,Net Banking
TX89102,ACC3,CUSTOMER3,Refund,9/27/2024 20:19,32.77,1838.75,Online,Failed,Clothing,MER592,Merchant 27,Location 21,Debit,Credit Card
TX72330,ACC3,CUSTOMER3,Purchase,11/20/2024 7:46,169.39,1979.15,Offline,Pending,Entertainment,MER220,Merchant 74,Location 46,Credit,Wallet
TX28884,ACC3,CUSTOMER3,Purchase,11/11/2024 11:51,333.7,4787.5,Offline,Completed,Clothing,MER921,Merchant 82,Location 10,Debit,Net Banking
TX83080,ACC3,CUSTOMER3,Refund,2/16/2025 12:45,485.64,4972.14,Mobile,Completed,Groceries,MER797,Merchant 59,Location 33,Credit,Net Banking
TX77480,ACC3,CUSTOMER3,Refund,10/8/2024 18:04,407.85,3219.2,Offline,Completed,Electronics,MER977,Merchant 29,Location 3,Credit,Net Banking
TX18540,ACC3,CUSTOMER3,Transfer,2/7/2025 19:12,424.44,9942.04,Offline,Completed,Electronics,MER288,Merchant 5,Location 22,Debit,Debit Card
TX41825,ACC3,CUSTOMER3,Purchase,1/12/2025 15:54,39.11,3580.84,Offline,Completed,Groceries,MER531,Merchant 19,Location 50,Debit,Wallet
TX16825,ACC3,CUSTOMER3,Transfer,9/25/2024 3:48,251.6,2677.89,Online,Completed,Entertainment,MER778,Merchant 94,Location 15,Debit,Net Banking
TX40478,ACC3,CUSTOMER3,Purchase,12/4/2024 11:57,415.17,7427.06,Mobile,Pending,Electronics,MER774,Merchant 74,Location 38,Credit,Debit Card
TX27077,ACC3,CUSTOMER3,Purchase,11/8/2024 4:19,419.99,7930.52,Offline,Pending,Entertainment,MER546,Merchant 5,Location 11,Credit,Net Banking
TX91544,ACC3,CUSTOMER3,Purchase,1/12/2025 23:32,298.64,3489.02,Online,Pending,Entertainment,MER696,Merchant 53,Location 50,Credit,Credit Card
TX33268,ACC3,CUSTOMER3,Refund,9/20/2024 0:44,51.81,1030.24,Offline,Pending,Electronics,MER239,Merchant 64,Location 33,Debit,Net Banking
TX84800,ACC3,CUSTOMER3,Purchase,11/25/2024 22:17,256.57,2570.21,Mobile,Completed,Electronics,MER841,Merchant 92,Location 39,Debit,Net Banking
TX90138,ACC3,CUSTOMER3,Purchase,10/24/2024 16:21,50.64,3396.11,Mobile,Completed,Clothing,MER859,Merchant 27,Location 27,Debit,Wallet
TX57557,ACC3,CUSTOMER3,Purchase,10/8/2024 12:38,143.78,3903.52,Online,Failed,Entertainment,MER536,Merchant 70,Location 41,Debit,Debit Card
TX86455,ACC3,CUSTOMER3,Refund,12/13/2024 18:17,131.97,8467.4,Offline,Failed,Entertainment,MER994,Merchant 65,Location 45,Debit,Wallet
TX65465,ACC3,CUSTOMER3,Transfer,1/27/2025 0:50,209.56,5780.15,Offline,Completed,Entertainment,MER336,Merchant 36,Location 37,Debit,Credit Card
TX85711,ACC3,CUSTOMER3,Purchase,2/10/2025 5:08,372.28,5802.58,Offline,Failed,Electronics,MER248,Merchant 22,Location 15,Credit,Wallet
TX46344,ACC3,CUSTOMER3,Refund,2/22/2025 3:37,408.86,4128.16,Mobile,Completed,Groceries,MER810,Merchant 29,Location 41,Debit,Net Banking
TX75569,ACC3,CUSTOMER3,Purchase,1/6/2025 16:27,41.6,2946.55,Mobile,Completed,Clothing,MER195,Merchant 64,Location 28,Credit,Credit Card
TX94363,ACC3,CUSTOMER3,Refund,3/8/2025 2:54,424.27,2980.35,Offline,Pending,Groceries,MER816,Merchant 98,Location 14,Credit,Debit Card
TX83636,ACC3,CUSTOMER3,Purchase,2/15/2025 14:07,442.81,7948.64,Online,Pending,Clothing,MER613,Merchant 16,Location 49,Debit,Net Banking
TX17045,ACC3,CUSTOMER3,Refund,11/1/2024 1:23,321.18,8217.62,Online,Failed,Groceries,MER665,Merchant 85,Location 1,Debit,Debit Card
TX55796,ACC3,CUSTOMER3,Refund,2/23/2025 21:06,26.24,8394.41,Online,Pending,Groceries,MER679,Merchant 38,Location 38,Credit,Wallet
TX21347,ACC3,CUSTOMER3,Refund,11/6/2024 12:33,256.79,9053.3,Offline,Completed,Electronics,MER184,Merchant 77,Location 9,Credit,Net Banking
TX98067,ACC4,CUSTOMER4,Purchase,12/14/2024 16:11,136.41,4995.44,Mobile,Failed,Clothing,MER432,Merchant 6,Location 6,Debit,Wallet
TX26019,ACC4,CUSTOMER4,Purchase,11/27/2024 20:39,58.7,662.05,Offline,Failed,Entertainment,MER730,Merchant 35,Location 50,Debit,Debit Card
TX74069,ACC4,CUSTOMER4,Purchase,3/6/2025 20:18,372.44,591.66,Offline,Failed,Groceries,MER386,Merchant 11,Location 27,Credit,Net Banking
TX91562,ACC4,CUSTOMER4,Refund,1/25/2025 19:08,187.61,9337.69,Mobile,Completed,Entertainment,MER114,Merchant 3,Location 34,Credit,Wallet
TX52294,ACC4,CUSTOMER4,Refund,12/23/2024 21:06,329.87,8036.53,Offline,Pending,Entertainment,MER266,Merchant 37,Location 9,Credit,Wallet
TX17952,ACC4,CUSTOMER4,Transfer,11/22/2024 12:33,348.08,6068.23,Mobile,Pending,Groceries,MER422,Merchant 68,Location 2,Debit,Wallet
TX18556,ACC4,CUSTOMER4,Refund,12/12/2024 19:04,316.89,2411.17,Mobile,Failed,Clothing,MER667,Merchant 16,Location 50,Credit,Debit Card
TX65696,ACC4,CUSTOMER4,Refund,11/30/2024 14:23,131.23,2213.37,Offline,Pending,Electronics,MER558,Merchant 30,Location 40,Credit,Debit Card
TX13641,ACC4,CUSTOMER4,Refund,1/21/2025 1:02,364.23,3464.17,Online,Pending,Electronics,MER574,Merchant 89,Location 50,Debit,Wallet
TX74231,ACC4,CUSTOMER4,Purchase,1/30/2025 10:02,470.72,7259.98,Mobile,Failed,Entertainment,MER306,Merchant 21,Location 14,Debit,Net Banking
TX41935,ACC4,CUSTOMER4,Transfer,1/19/2025 19:36,125.46,5386.59,Online,Pending,Electronics,MER789,Merchant 44,Location 5,Debit,Credit Card
TX72317,ACC4,CUSTOMER4,Transfer,9/25/2024 13:36,494.35,223.34,Offline,Pending,Clothing,MER431,Merchant 18,Location 49,Debit,Net Banking
TX21097,ACC4,CUSTOMER4,Transfer,11/24/2024 13:23,59.01,3213.95,Online,Pending,Electronics,MER649,Merchant 87,Location 36,Debit,Debit Card
TX65415,ACC4,CUSTOMER4,Refund,11/6/2024 16:07,444.27,5272.08,Online,Failed,Groceries,MER395,Merchant 92,Location 40,Credit,Net Banking
TX79459,ACC4,CUSTOMER4,Purchase,12/18/2024 0:21,33.56,9311.53,Online,Pending,Clothing,MER780,Merchant 77,Location 33,Debit,Net Banking
TX74267,ACC4,CUSTOMER4,Transfer,11/14/2024 4:01,37.97,1594.19,Offline,Failed,Electronics,MER217,Merchant 20,Location 44,Credit,Wallet
TX22658,ACC4,CUSTOMER4,Refund,12/14/2024 18:46,497.67,4269.92,Online,Completed,Clothing,MER942,Merchant 100,Location 26,Debit,Debit Card
TX42812,ACC4,CUSTOMER4,Refund,1/19/2025 23:19,50.64,4148.9,Offline,Completed,Entertainment,MER829,Merchant 37,Location 6,Debit,Debit Card
TX84697,ACC4,CUSTOMER4,Transfer,12/8/2024 8:37,65.71,6764.38,Offline,Completed,Entertainment,MER556,Merchant 90,Location 28,Debit,Wallet
TX92921,ACC4,CUSTOMER4,Purchase,2/14/2025 3:00,425.85,2450.58,Mobile,Failed,Clothing,MER158,Merchant 60,Location 38,Credit,Credit Card
TX53370,ACC4,CUSTOMER4,Refund,12/8/2024 2:46,473.97,6916.46,Online,Pending,Groceries,MER698,Merchant 97,Location 2,Credit,Debit Card
TX46895,ACC4,CUSTOMER4,Transfer,12/24/2024 4:04,222.61,5840.55,Offline,Pending,Entertainment,MER833,Merchant 72,Location 35,Credit,Wallet
TX93454,ACC4,CUSTOMER4,Transfer,11/24/2024 6:41,265.93,2809.21,Mobile,Pending,Electronics,MER250,Merchant 32,Location 20,Credit,Wallet
TX47358,ACC4,CUSTOMER4,Transfer,2/24/2025 23:03,20.13,3922.22,Offline,Failed,Electronics,MER472,Merchant 1,Location 50,Debit,Wallet
TX39779,ACC4,CUSTOMER4,Refund,9/29/2024 6:15,433.48,2458.59,Mobile,Failed,Clothing,MER271,Merchant 73,Location 19,Credit,Credit Card
TX72189,ACC4,CUSTOMER4,Refund,12/8/2024 18:55,160.44,6291.17,Offline,Completed,Entertainment,MER250,Merchant 71,Location 3,Debit,Debit Card
TX33556,ACC4,CUSTOMER4,Transfer,11/15/2024 8:54,200.65,8754.54,Offline,Pending,Clothing,MER640,Merchant 66,Location 50,Debit,Debit Card
TX90720,ACC4,CUSTOMER4,Purchase,9/22/2024 4:51,249.89,3157.93,Offline,Failed,Clothing,MER335,Merchant 13,Location 23,Credit,Wallet
TX61997,ACC4,CUSTOMER4,Transfer,10/26/2024 2:50,474.99,587.43,Online,Pending,Groceries,MER859,Merchant 43,Location 20,Credit,Wallet
TX79702,ACC4,CUSTOMER4,Purchase,11/14/2024 21:21,166.89,5599.75,Online,Completed,Entertainment,MER481,Merchant 80,Location 25,Credit,Net Banking
TX28000,ACC4,CUSTOMER4,Purchase,1/7/2025 19:46,429.78,8928.32,Offline,Failed,Electronics,MER745,Merchant 13,Location 18,Credit,Wallet
TX77920,ACC4,CUSTOMER4,Purchase,10/8/2024 16:14,164.96,2128.29,Mobile,Completed,Groceries,MER122,Merchant 59,Location 41,Debit,Wallet
